chart,rater,answer
PP-CL-dd12-we05-sano-ro000-pa05-ad09-ftse-fs16-llcr-sm0,00409d99-1029-429e-a2d9-cc6eba088d9e,1
PP-MG-dd12-we05-sano-ro000-pa05-ad09-ftse-fs16-llcr-sm0,00007874-2457-4c2f-8943-3c6a2b4d9aff,1
PB-CL-dd06-gr00-pa05-sa00-bw6-bov-bs000-e11a1-ftse-fs16-llur-sm0,0001034c-2f15-4866-9368-447dac98cfff,1
PB-MB-dd06-gr00-pa03-sano-bw6-boh-bs000-e00a1-ftse-fs16-llur-sm0,00002606-ab44-4571-b018-772ebb354e8b,1
PD-MB-dd02-dh5-we05-sano-ro000-pa05-ad09-ftse-fs16-llcr-sm0,0011cc6c-9b88-482e-8ce0-0997ab6066c0,1
PP-CR-dd06-we05-sa00-ro000-pa01-ad09-ftse-fs16-llcr-sm0,000cc4cf-aa9d-4484-8f94-7b6b5b974d19,1
PP-CR-dd06-we05-sano-ro000-pano-ad09-ftse-fs16-llcr-sm0,0000ca4e-9ccd-42aa-b523-9bb0ade8b41a,1
PB-CL-dd06-gr00-pa05-sa00-bw6-bov-bs000-e00a1-ftse-fs16-llur-sm0,000fb7dd-4bf4-424b-b680-770ab3792325,1
PB-CL-dd06-gr00-pano-sano-bw6-bov-bs000-e10a1-ftse-fs16-llur-sm0,0000c758-db5e-4e48-bb27-dd11b8030c4d,1
PB-MG-dd06-gr00-pano-sano-bw6-bov-bs000-e10a1-ftse-fs16-llur-sm0,00199856-e7ea-49dd-ad22-233fb0990adc,1
PB-CL-dd06-gr00-pa03-sano-bw6-boh-bs000-e00a1-ftse-fs16-llur-sm0,0000c758-db5e-4e48-bb27-dd11b8030c4d,1
PB-MG-dd06-gr00-pano-sano-bw6-boh-bs000-e00a0-ftse-fs16-llur-sm0,00110d11-5366-42cf-b442-7c2b915ca857,1
PD-MB-dd12-dh5-we05-sano-ro000-pa01-ad09-ftse-fs16-llcr-sm0,0007d9fb-15ac-4bea-887f-cf7961de94ff,1
PB-CL-dd06-gr00-pano-sano-bw6-bov-bs000-e00a1-ftse-fs16-llur-sm0,0038971e-9018-475d-840f-497b64e2cbd5,1
PP-MB-dd02-we05-sa00-ro000-pa01-ad09-ftse-fs16-llcr-sm0,0000d60e-54c2-4b39-a3f4-3e60feef3671,1
PB-MG-dd06-gr00-pa05-sa00-bw6-bov-bs000-e10a1-ftse-fs16-llur-sm0,0026a1ae-c39e-4138-964f-cb995831d1dc,1
PB-MG-dd06-gr00-pa03-sa00-bw6-boh-bs000-e00a1-ftse-fs16-llur-sm0,00007a14-1e23-4731-b392-1a04574385b4,1
PD-MB-dd06-dh5-we05-sa00-ro000-pano-ad09-ftse-fs16-llcr-sm0,0000e57e-dadf-4591-aeee-eea76e6e9299,1
PD-MG-dd06-dh5-we05-sano-ro000-pa05-ad09-ftse-fs16-llcr-sm0,00001a0a-52b3-46cf-8b0a-2a05eadd7b79,1
PD-MB-dd06-dh5-we05-sano-ro000-pa05-ad09-ftse-fs16-llcr-sm0,00000df9-60c9-4e3b-8226-049a1d91165e,1
PB-CR-dd06-gr00-pano-sa00-bw6-boh-bs000-e00a0-ftse-fs16-llur-sm0,00003ded-8e68-4b46-b816-eadb9fb27349,1
PD-MG-dd02-dh5-we05-sa00-ro000-pa01-ad09-ftse-fs16-llcr-sm0,0003c4ac-816d-43f7-8e2c-bb72b59182ef,1
PB-MG-dd06-gr00-pa05-sa00-bw6-bov-bs000-e00a1-ftse-fs16-llur-sm0,000042c2-9da2-47b6-a4a8-5f1110b04b0b,1
PP-CR-dd02-we05-sano-ro000-pa01-ad09-ftse-fs16-llcr-sm0,00004daa-0c87-4bf8-8c49-04195d104f04,1
PB-MG-dd06-gr00-pa05-sa00-bw6-bov-bs000-e11a1-ftse-fs16-llur-sm0,00081f79-d239-41c2-b395-14987f891e26,1
PP-CL-dd12-we05-sa00-ro000-pano-ad09-ftse-fs16-llcr-sm0,00042e04-cf55-45e7-a2a3-135b4f882e98,1
PB-MG-dd06-gr00-pa05-sano-bw6-boh-bs000-e11a1-ftse-fs16-llur-sm0,009a29bf-6a2f-42f2-beda-a6410fab470f,1
PB-MB-dd06-gr00-pa03-sa00-bw6-boh-bs000-e00a1-ftse-fs16-llur-sm0,00948e35-b9dd-4a48-b61f-8a79afe48b0b,1
PB-MG-dd06-gr00-pa05-sano-bw6-boh-bs000-e10a1-ftse-fs16-llur-sm0,0000cf26-92ef-4760-8438-156f13c69594,1
PP-CR-dd12-we05-sano-ro000-pano-ad09-ftse-fs16-llcr-sm0,00003f6e-0dfe-4fba-8beb-71df19476352,1
PB-CR-dd06-gr00-pa03-sa00-bw6-boh-bs000-e11a1-ftse-fs16-llur-sm0,00100262-6324-467e-a17d-8c4afa633ce1,1
PD-CR-dd12-dh5-we05-sa00-ro000-pano-ad09-ftse-fs16-llcr-sm0,00002052-c134-4d62-b553-b2d8ecb82aae,1
PB-MG-dd06-gr00-pa03-sano-bw6-boh-bs000-e11a1-ftse-fs16-llur-sm0,0000c758-db5e-4e48-bb27-dd11b8030c4d,1
PP-CL-dd02-we05-sa00-ro000-pa05-ad09-ftse-fs16-llcr-sm0,0003292a-1358-4b60-8c5b-193d843f59cc,1
PD-CR-dd12-dh5-we05-sano-ro000-pano-ad09-ftse-fs16-llcr-sm0,00218286-2894-4d83-9be0-c01dc8ebba39,1
PP-MG-dd02-we05-sa00-ro000-pa05-ad09-ftse-fs16-llcr-sm0,00003e6f-b6b6-43af-8756-688d2bba9b55,1
PB-MB-dd06-gr00-pano-sa00-bw6-bov-bs000-e00a0-ftse-fs16-llur-sm0,00b52073-5d31-4d53-afc4-1ed3061cce86,1
PP-MB-dd12-we05-sano-ro000-pa01-ad09-ftse-fs16-llcr-sm0,00059677-8912-4e23-bedc-7582e5b2257e,1
PB-CL-dd06-gr00-pa03-sa00-bw6-bov-bs000-e00a1-ftse-fs16-llur-sm0,000d3738-aa8a-4df1-8b99-f25c2323812e,1
PD-MB-dd12-dh5-we05-sa00-ro000-pa01-ad09-ftse-fs16-llcr-sm0,0003292a-1358-4b60-8c5b-193d843f59cc,1
PB-CR-dd06-gr00-pa03-sano-bw6-bov-bs000-e00a1-ftse-fs16-llur-sm0,00045105-b516-4f17-8bb5-909b31f394ab,1
PD-MG-dd02-dh5-we05-sa00-ro000-pa05-ad09-ftse-fs16-llcr-sm0,0001eb08-ba6f-4e5f-81fe-c90128c938bc,1
PP-MB-dd06-we05-sa00-ro000-pa01-ad09-ftse-fs16-llcr-sm0,00299066-a2e6-403b-b7c2-c1ae62761223,1
PB-MB-dd06-gr00-pa05-sa00-bw6-bov-bs000-e11a1-ftse-fs16-llur-sm0,01209b5d-60f3-4499-ac1b-4b55b9106d04,1
PP-CL-dd12-we05-sa00-ro000-pa05-ad09-ftse-fs16-llcr-sm0,00002caa-bfb7-4f37-ab7f-0644e8a483a6,1
PD-CL-dd12-dh5-we05-sa00-ro000-pano-ad09-ftse-fs16-llcr-sm0,00004335-67e7-4f04-886a-670308716cab,1
PP-CR-dd06-we05-sa00-ro000-pa05-ad09-ftse-fs16-llcr-sm0,0000a257-4ffb-4095-9ca1-aba7af643e94,1
PP-CL-dd12-we05-sa00-ro000-pa05-ad09-ftse-fs16-llcr-sm0,000105ec-cd96-4c06-8ab0-54f99ccee885,1
PB-MG-dd06-gr00-pano-sa00-bw6-bov-bs000-e10a1-ftse-fs16-llur-sm0,00057e66-5951-47f0-8276-b31d3cd1e6b1,1
PP-CR-dd12-we05-sa00-ro000-pano-ad09-ftse-fs16-llcr-sm0,00005737-dade-4638-9921-932f895c910a,1
PP-CL-dd02-we05-sa00-ro000-pa01-ad09-ftse-fs16-llcr-sm0,00000230-1437-4850-a93e-84159d8f75b8,1
PP-CR-dd02-we05-sa00-ro000-pa01-ad09-ftse-fs16-llcr-sm0,0000d8fb-6685-4383-8d9e-75158f0643e1,1
PB-MB-dd06-gr00-pano-sa00-bw6-bov-bs000-e00a0-ftse-fs16-llur-sm0,0000e09b-17ac-415b-befc-6f45e406b2ba,1
PD-MB-dd02-dh5-we05-sa00-ro000-pano-ad09-ftse-fs16-llcr-sm0,00063156-efbe-4e29-af44-8f7ed3ba6a97,1
PB-MB-dd06-gr00-pano-sano-bw6-bov-bs000-e11a1-ftse-fs16-llur-sm0,028e649a-f45f-4a16-96c3-bdf58bbf0e2b,1
PP-CR-dd02-we05-sano-ro000-pa05-ad09-ftse-fs16-llcr-sm0,004da740-c937-417e-87f6-4b756f1acf99,1
PP-MB-dd02-we05-sano-ro000-pano-ad09-ftse-fs16-llcr-sm0,0004ac6e-092f-429d-9d03-b77ce877481d,1
PB-CR-dd06-gr00-pa01-sa00-bw6-bov-bs000-e00a1-ftse-fs16-llur-sm0,00003ae2-ba77-4331-9525-2a7b89416468,1
PB-CR-dd06-gr00-pa01-sano-bw6-boh-bs000-e00a1-ftse-fs16-llur-sm0,00003e6f-b6b6-43af-8756-688d2bba9b55,1
PB-CL-dd06-gr00-pano-sa00-bw6-bov-bs000-e00a0-ftse-fs16-llur-sm0,00328edd-8b58-4c66-8834-c4410bf10e77,1
PB-CL-dd06-gr00-pa05-sa00-bw6-bov-bs000-e00a1-ftse-fs16-llur-sm0,0000ca4e-9ccd-42aa-b523-9bb0ade8b41a,1
PD-CL-dd12-dh5-we05-sa00-ro000-pano-ad09-ftse-fs16-llcr-sm0,00003fbc-5aaa-496c-9219-60b630038aa9,1
PD-MB-dd06-dh5-we05-sano-ro000-pano-ad09-ftse-fs16-llcr-sm0,016a3714-2ef6-478e-9a45-536618f56e32,1
PB-CL-dd06-gr00-pa03-sa00-bw6-boh-bs000-e00a1-ftse-fs16-llur-sm0,00012ed6-bd06-45e6-a0a8-1be468902963,1
PB-MB-dd06-gr00-pa03-sa00-bw6-bov-bs000-e00a1-ftse-fs16-llur-sm0,0000a824-d7eb-46ef-87e8-908dab62d93a,1
PB-CL-dd06-gr00-pa01-sano-bw6-boh-bs000-e11a1-ftse-fs16-llur-sm0,00174c47-93b3-4e44-9f38-de37890981c3,1
PP-CL-dd02-we05-sa00-ro000-pa03-ad09-ftse-fs16-llcr-sm0,0007d822-f11b-4010-b397-9dee8db030a6,1
PB-MB-dd06-gr00-pa03-sa00-bw6-bov-bs000-e00a1-ftse-fs16-llur-sm0,00000df9-60c9-4e3b-8226-049a1d91165e,1
PB-CL-dd06-gr00-pano-sa00-bw6-bov-bs000-e11a1-ftse-fs16-llur-sm0,0000d60e-54c2-4b39-a3f4-3e60feef3671,1
PP-MG-dd02-we05-sa00-ro000-pano-ad09-ftse-fs16-llcr-sm0,0009fd1f-cb71-4c4b-99c1-74f486fba2be,1
PD-CR-dd12-dh5-we05-sano-ro000-pa05-ad09-ftse-fs16-llcr-sm0,01047dcf-2347-4893-af0c-e56079ffd456,1
PP-CR-dd02-we05-sa00-ro000-pa05-ad09-ftse-fs16-llcr-sm0,0000085f-93a7-4d9b-9e95-64f6e0508596,1
PD-CL-dd12-dh5-we05-sano-ro000-pano-ad09-ftse-fs16-llcr-sm0,000d0f38-2bfb-4ebd-9ce0-c7f596e27680,1
PB-CR-dd06-gr00-pa05-sano-bw6-bov-bs000-e11a1-ftse-fs16-llur-sm0,00015cef-d146-409d-aa0f-2eb686414e2d,1
PB-CR-dd06-gr00-pa01-sa00-bw6-bov-bs000-e00a1-ftse-fs16-llur-sm0,00012d73-c21d-448d-9d05-e615578879a2,1
PB-MB-dd06-gr00-pano-sano-bw6-boh-bs000-e10a1-ftse-fs16-llur-sm0,0004441e-47a6-425e-8850-dd9937ba15c4,1
PP-MG-dd06-we05-sa00-ro000-pano-ad09-ftse-fs16-llcr-sm0,000d0f38-2bfb-4ebd-9ce0-c7f596e27680,1
PP-MG-dd06-we05-sa00-ro000-pano-ad09-ftse-fs16-llcr-sm0,00005a03-35b8-49c9-ad5c-1032c57c3e6a,1
PD-MG-dd02-dh5-we05-sa00-ro000-pa01-ad09-ftse-fs16-llcr-sm0,000fb8f3-d9f8-4567-a34e-e8c63faf4923,1
PP-CL-dd02-we05-sano-ro000-pa01-ad09-ftse-fs16-llcr-sm0,00025c33-6fdb-4b37-9dbc-474765462476,1
PB-MB-dd06-gr00-pa01-sa00-bw6-boh-bs000-e00a1-ftse-fs16-llur-sm0,00002d21-d279-4a76-8f2b-d7202b56687b,1
PP-MB-dd02-we05-sano-ro000-pa05-ad09-ftse-fs16-llcr-sm0,000277c2-fd98-42c7-a53b-1f7ecb3ab367,1
PD-CL-dd02-dh5-we05-sa00-ro000-pa03-ad09-ftse-fs16-llcr-sm0,0000194d-2a9b-4fcf-9692-97e609b7f679,1
PP-CR-dd02-we05-sano-ro000-pano-ad09-ftse-fs16-llcr-sm0,000b5fd9-c73c-48b9-8a91-4fe794daa881,1
PP-MB-dd12-we05-sa00-ro000-pa03-ad09-ftse-fs16-llcr-sm0,0004b7b2-f080-4f82-98c6-571e74827a6c,1
PB-MB-dd06-gr00-pa05-sa00-bw6-bov-bs000-e00a1-ftse-fs16-llur-sm0,00067a55-475d-413d-aa2c-096c595228ee,1
PB-MB-dd06-gr00-pa01-sano-bw6-bov-bs000-e10a1-ftse-fs16-llur-sm0,051de2bf-a667-4d56-bd7c-e621e862250c,1
PD-CL-dd12-dh5-we05-sano-ro000-pa05-ad09-ftse-fs16-llcr-sm0,000042c2-9da2-47b6-a4a8-5f1110b04b0b,1
PB-MG-dd06-gr00-pa03-sano-bw6-boh-bs000-e11a1-ftse-fs16-llur-sm0,00098aae-6ff5-4848-a0bb-102a0b0a934d,1
PP-MG-dd02-we05-sano-ro000-pano-ad09-ftse-fs16-llcr-sm0,0004fc7b-d6f0-4c29-b14d-54dbd6b9a260,1
PP-CL-dd12-we05-sano-ro000-pano-ad09-ftse-fs16-llcr-sm0,000ecd59-b675-4f32-8ba2-7e42b4c52453,1
PP-MB-dd12-we05-sano-ro000-pa05-ad09-ftse-fs16-llcr-sm0,0000e57e-dadf-4591-aeee-eea76e6e9299,1
PD-CR-dd02-dh5-we05-sa00-ro000-pano-ad09-ftse-fs16-llcr-sm0,0004514f-abf8-451f-9342-bb9b13359da6,1
PP-MG-dd12-we05-sano-ro000-pa05-ad09-ftse-fs16-llcr-sm0,00032009-55d1-436f-9a06-b666e05377e9,1
PB-MG-dd06-gr00-pa01-sano-bw6-bov-bs000-e00a1-ftse-fs16-llur-sm0,0007d822-f11b-4010-b397-9dee8db030a6,1
PB-CL-dd06-gr00-pano-sa00-bw6-bov-bs000-e11a1-ftse-fs16-llur-sm0,0095d141-89f6-48d6-9c93-d1551dc1f28c,1
PD-MG-dd02-dh5-we05-sa00-ro000-pa03-ad09-ftse-fs16-llcr-sm0,0005dd9d-f1b7-4b6b-8e13-f10c0fb4615c,1
PB-MG-dd06-gr00-pa03-sano-bw6-boh-bs000-e10a1-ftse-fs16-llur-sm0,00062fc0-3b28-4d31-8a05-aa969e7f05f2,1
PP-CL-dd06-we05-sano-ro000-pa03-ad09-ftse-fs16-llcr-sm0,0007eeef-f3dd-40f6-b0c9-a96efdcfce6d,1
PB-CR-dd06-gr00-pa05-sano-bw6-bov-bs000-e10a1-ftse-fs16-llur-sm0,0002adc7-eefc-415d-8195-d3e7147b6270,1
PP-CL-dd02-we05-sano-ro000-pa05-ad09-ftse-fs16-llcr-sm0,0003d3ee-e14a-4637-aa75-37c5bc33d62b,1
PD-CR-dd12-dh5-we05-sano-ro000-pa03-ad09-ftse-fs16-llcr-sm0,009a29bf-6a2f-42f2-beda-a6410fab470f,1
PB-CR-dd06-gr00-pa01-sa00-bw6-boh-bs000-e11a1-ftse-fs16-llur-sm0,004712fb-187d-44cd-a172-d3d7849408c7,1
PB-CL-dd06-gr00-pa01-sa00-bw6-boh-bs000-e00a1-ftse-fs16-llur-sm0,000105ec-cd96-4c06-8ab0-54f99ccee885,1
PB-CR-dd06-gr00-pa05-sano-bw6-boh-bs000-e11a1-ftse-fs16-llur-sm0,000d21fc-e5ef-455f-9c20-bbbe51c614de,1
PD-MG-dd06-dh5-we05-sano-ro000-pano-ad09-ftse-fs16-llcr-sm0,0000da92-099b-456f-b73d-acb4bd8c07e7,1
PB-CR-dd06-gr00-pa03-sa00-bw6-boh-bs000-e10a1-ftse-fs16-llur-sm0,0002756a-f5cc-4d4c-8420-ce61a968c4c9,1
PP-CL-dd06-we05-sano-ro000-pa05-ad09-ftse-fs16-llcr-sm0,000277c2-fd98-42c7-a53b-1f7ecb3ab367,1
PP-MG-dd12-we05-sano-ro000-pano-ad09-ftse-fs16-llcr-sm0,000161e0-7c39-42a5-9210-098e2219a629,1
PB-CR-dd06-gr00-pa03-sa00-bw6-bov-bs000-e00a1-ftse-fs16-llur-sm0,00000545-0f11-4447-bc65-1911c6b04c59,1
PB-MG-dd06-gr00-pa03-sa00-bw6-bov-bs000-e11a1-ftse-fs16-llur-sm0,0008a6e4-f476-4454-9a49-fcc180bab679,1
PB-CR-dd06-gr00-pa03-sano-bw6-bov-bs000-e10a1-ftse-fs16-llur-sm0,000161e0-7c39-42a5-9210-098e2219a629,1
PB-MB-dd06-gr00-pano-sa00-bw6-boh-bs000-e00a1-ftse-fs16-llur-sm0,0007eeef-f3dd-40f6-b0c9-a96efdcfce6d,1
PB-MB-dd06-gr00-pa05-sano-bw6-boh-bs000-e11a1-ftse-fs16-llur-sm0,0001e5ca-22b1-4fba-8067-07e73ba430c9,1
PP-CR-dd06-we05-sa00-ro000-pa01-ad09-ftse-fs16-llcr-sm0,006c7fba-e58b-4b6c-a4df-38e1b13b1fe3,1
PD-CR-dd12-dh5-we05-sa00-ro000-pa03-ad09-ftse-fs16-llcr-sm0,00067f56-4742-4649-b211-f1f770c4164b,1
PB-CL-dd06-gr00-pa01-sano-bw6-boh-bs000-e00a1-ftse-fs16-llur-sm0,0000d8fb-6685-4383-8d9e-75158f0643e1,1
PP-MB-dd12-we05-sano-ro000-pa05-ad09-ftse-fs16-llcr-sm0,0005dd9d-f1b7-4b6b-8e13-f10c0fb4615c,1
PB-MB-dd06-gr00-pa03-sano-bw6-boh-bs000-e00a1-ftse-fs16-llur-sm0,0050527e-4dc8-4d25-8d13-bcd1728a39b0,1
PB-MB-dd06-gr00-pa03-sa00-bw6-bov-bs000-e11a1-ftse-fs16-llur-sm0,00004daa-0c87-4bf8-8c49-04195d104f04,1
PP-CR-dd02-we05-sa00-ro000-pa03-ad09-ftse-fs16-llcr-sm0,00045105-b516-4f17-8bb5-909b31f394ab,1
PB-MB-dd06-gr00-pano-sa00-bw6-boh-bs000-e00a1-ftse-fs16-llur-sm0,30623a39-9355-4698-931b-00449d0aa1e4,1
PB-MG-dd06-gr00-pa01-sa00-bw6-boh-bs000-e11a1-ftse-fs16-llur-sm0,0000088c-c967-4546-b6e8-1f5aaedb6dd4,1
PD-CR-dd06-dh5-we05-sa00-ro000-pa01-ad09-ftse-fs16-llcr-sm0,0004b7b2-f080-4f82-98c6-571e74827a6c,1
PD-MB-dd12-dh5-we05-sano-ro000-pa05-ad09-ftse-fs16-llcr-sm0,0000085f-93a7-4d9b-9e95-64f6e0508596,1
PD-CL-dd02-dh5-we05-sa00-ro000-pa05-ad09-ftse-fs16-llcr-sm0,00019161-ebf4-43f5-b7fb-53b50ddef84c,1
PD-CL-dd02-dh5-we05-sano-ro000-pa03-ad09-ftse-fs16-llcr-sm0,0002756a-f5cc-4d4c-8420-ce61a968c4c9,1
PD-CR-dd02-dh5-we05-sa00-ro000-pa05-ad09-ftse-fs16-llcr-sm0,00000df9-60c9-4e3b-8226-049a1d91165e,1
PP-MG-dd12-we05-sa00-ro000-pano-ad09-ftse-fs16-llcr-sm0,0000007d-61a0-4427-9940-e695d8ce49dc,1
PB-CR-dd06-gr00-pa03-sa00-bw6-bov-bs000-e10a1-ftse-fs16-llur-sm0,0026a1ae-c39e-4138-964f-cb995831d1dc,1
PP-CR-dd02-we05-sa00-ro000-pa03-ad09-ftse-fs16-llcr-sm0,00061ceb-544f-4ded-974a-ec39fee2385d,1
PP-CR-dd02-we05-sa00-ro000-pano-ad09-ftse-fs16-llcr-sm0,0105ce94-6101-47bc-bdfa-063c96b66501,1
PB-CL-dd06-gr00-pano-sa00-bw6-bov-bs000-e10a1-ftse-fs16-llur-sm0,00016c22-e614-4cc2-b7c2-1b63e2701e3b,1
PB-CR-dd06-gr00-pa01-sano-bw6-bov-bs000-e11a1-ftse-fs16-llur-sm0,047cfe4a-4562-4b01-8262-5416dec1d171,1
PD-MB-dd12-dh5-we05-sa00-ro000-pa05-ad09-ftse-fs16-llcr-sm0,0005b775-f422-49a5-8d16-967e68f4c909,1
PP-MB-dd02-we05-sano-ro000-pa01-ad09-ftse-fs16-llcr-sm0,00080e8a-1ce4-45c7-81d3-d193bc27444c,1
PP-MG-dd06-we05-sano-ro000-pa01-ad09-ftse-fs16-llcr-sm0,00062fc0-3b28-4d31-8a05-aa969e7f05f2,1
PD-CR-dd12-dh5-we05-sano-ro000-pa03-ad09-ftse-fs16-llcr-sm0,004bd7c3-31c4-40eb-a2ba-e54d4e4dc907,1
PP-MG-dd02-we05-sa00-ro000-pa01-ad09-ftse-fs16-llcr-sm0,000127db-5f76-469c-a0a0-5d717433e03e,1
PD-CL-dd02-dh5-we05-sano-ro000-pano-ad09-ftse-fs16-llcr-sm0,0000ca4e-9ccd-42aa-b523-9bb0ade8b41a,1
PP-CR-dd06-we05-sa00-ro000-pa01-ad09-ftse-fs16-llcr-sm0,00095507-ee53-47db-9059-5ed19c135466,1
PB-CR-dd06-gr00-pa05-sa00-bw6-boh-bs000-e00a1-ftse-fs16-llur-sm0,0000d903-a891-4cfb-8059-4154f2a21499,1
PP-CR-dd06-we05-sano-ro000-pa01-ad09-ftse-fs16-llcr-sm0,026dd1c7-ceba-4bd8-8d48-1524d90add93,1
PD-MB-dd12-dh5-we05-sano-ro000-pa01-ad09-ftse-fs16-llcr-sm0,000ecd59-b675-4f32-8ba2-7e42b4c52453,1
PP-CL-dd02-we05-sa00-ro000-pano-ad09-ftse-fs16-llcr-sm0,00c01ea6-7357-4205-b038-485a940341c9,1
PB-MG-dd06-gr00-pano-sa00-bw6-boh-bs000-e00a1-ftse-fs16-llur-sm0,0001034c-2f15-4866-9368-447dac98cfff,1
PB-CL-dd06-gr00-pa05-sano-bw6-boh-bs000-e00a1-ftse-fs16-llur-sm0,00042e04-cf55-45e7-a2a3-135b4f882e98,1
PB-MG-dd06-gr00-pano-sa00-bw6-boh-bs000-e00a0-ftse-fs16-llur-sm0,00ba5e29-b2e9-4de8-90ac-386835fb1abe,1
PB-MB-dd06-gr00-pano-sa00-bw6-bov-bs000-e00a1-ftse-fs16-llur-sm0,0089724b-c233-4fa2-a4ec-023463c9025a,1
PD-MG-dd02-dh5-we05-sa00-ro000-pa03-ad09-ftse-fs16-llcr-sm0,0009d99f-dbb8-419b-a946-1ac9cc81c45e,1
PP-CL-dd02-we05-sa00-ro000-pano-ad09-ftse-fs16-llcr-sm0,001763a1-a2e2-4fca-8b38-790ce6636da0,1
PB-MG-dd06-gr00-pano-sano-bw6-bov-bs000-e00a0-ftse-fs16-llur-sm0,00012d73-c21d-448d-9d05-e615578879a2,1
PP-CR-dd02-we05-sa00-ro000-pa05-ad09-ftse-fs16-llcr-sm0,0010d831-189b-4b08-ba5c-48b2200b03e1,1
PD-MG-dd06-dh5-we05-sa00-ro000-pa05-ad09-ftse-fs16-llcr-sm0,00046207-2a62-47ea-bd90-8762d26ac956,1
PB-CL-dd06-gr00-pa01-sano-bw6-boh-bs000-e11a1-ftse-fs16-llur-sm0,000011ed-d817-4c90-8a18-3cfd20265b0b,1
PP-CR-dd06-we05-sano-ro000-pano-ad09-ftse-fs16-llcr-sm0,000fb8f3-d9f8-4567-a34e-e8c63faf4923,1
PD-CL-dd06-dh5-we05-sano-ro000-pa05-ad09-ftse-fs16-llcr-sm0,000fb8f3-d9f8-4567-a34e-e8c63faf4923,1
PP-CL-dd06-we05-sa00-ro000-pa01-ad09-ftse-fs16-llcr-sm0,015f6996-6276-4490-9024-0e86c1f15d60,1
PP-MB-dd12-we05-sano-ro000-pano-ad09-ftse-fs16-llcr-sm0,00025c33-6fdb-4b37-9dbc-474765462476,1
PP-MB-dd02-we05-sano-ro000-pano-ad09-ftse-fs16-llcr-sm0,000e440a-a104-4882-a27d-cd65ec8523cc,1
PB-MB-dd06-gr00-pa03-sano-bw6-boh-bs000-e00a1-ftse-fs16-llur-sm0,000283ee-dfa8-4ed1-be71-da4169fea301,1
PB-CL-dd06-gr00-pano-sano-bw6-bov-bs000-e10a1-ftse-fs16-llur-sm0,007728f9-b6de-482a-8e8c-a0d4062e42fc,1
PB-CR-dd06-gr00-pano-sano-bw6-bov-bs000-e10a1-ftse-fs16-llur-sm0,00034cb9-aea2-4d35-929e-1e42a86ddbfa,1
PB-CL-dd06-gr00-pano-sa00-bw6-boh-bs000-e10a1-ftse-fs16-llur-sm0,00299066-a2e6-403b-b7c2-c1ae62761223,1
PB-MB-dd06-gr00-pano-sano-bw6-boh-bs000-e00a0-ftse-fs16-llur-sm0,005409c0-2d20-4b81-a5eb-c6fc02d7008d,1
PD-CL-dd02-dh5-we05-sano-ro000-pa03-ad09-ftse-fs16-llcr-sm0,000f0b1f-461a-4059-b105-c5f11dbb973e,1
PD-MG-dd06-dh5-we05-sano-ro000-pa03-ad09-ftse-fs16-llcr-sm0,000512a7-cc3e-47d8-9c6e-81e73903524e,1
PP-MB-dd12-we05-sano-ro000-pa01-ad09-ftse-fs16-llcr-sm0,0000a824-d7eb-46ef-87e8-908dab62d93a,1
PP-MB-dd12-we05-sano-ro000-pano-ad09-ftse-fs16-llcr-sm0,00009749-2ba7-49da-bce3-20ac83050c20,1
PB-CR-dd06-gr00-pa01-sano-bw6-bov-bs000-e00a1-ftse-fs16-llur-sm0,0000e57e-dadf-4591-aeee-eea76e6e9299,1
PP-MB-dd02-we05-sano-ro000-pa01-ad09-ftse-fs16-llcr-sm0,00061ceb-544f-4ded-974a-ec39fee2385d,1
PB-CR-dd06-gr00-pa01-sa00-bw6-bov-bs000-e11a1-ftse-fs16-llur-sm0,02020140-36e3-4c7a-bcca-e15bf2c93b97,1
PP-CR-dd06-we05-sa00-ro000-pa01-ad09-ftse-fs16-llcr-sm0,00005a03-35b8-49c9-ad5c-1032c57c3e6a,1
PB-MB-dd06-gr00-pa03-sa00-bw6-bov-bs000-e10a1-ftse-fs16-llur-sm0,0004fc7b-d6f0-4c29-b14d-54dbd6b9a260,1
PD-MG-dd02-dh5-we05-sano-ro000-pa01-ad09-ftse-fs16-llcr-sm0,0000007d-61a0-4427-9940-e695d8ce49dc,1
PB-MB-dd06-gr00-pano-sa00-bw6-bov-bs000-e10a1-ftse-fs16-llur-sm0,0001913c-b9d5-414f-8405-976a1271861b,1
PD-MB-dd06-dh5-we05-sa00-ro000-pa03-ad09-ftse-fs16-llcr-sm0,007b0cf8-e20e-4e1c-a802-52d02a0d98aa,1
PB-CR-dd06-gr00-pano-sano-bw6-boh-bs000-e00a1-ftse-fs16-llur-sm0,00000df9-60c9-4e3b-8226-049a1d91165e,1
PB-MB-dd06-gr00-pa03-sano-bw6-bov-bs000-e10a1-ftse-fs16-llur-sm0,000a7abd-11d0-46a2-bc8a-6ef47e52eadf,1
PD-CL-dd02-dh5-we05-sano-ro000-pa03-ad09-ftse-fs16-llcr-sm0,000019e6-acb5-457c-8731-0dfbe1b9bb3d,1
PB-MB-dd06-gr00-pa01-sa00-bw6-bov-bs000-e11a1-ftse-fs16-llur-sm0,00002caa-bfb7-4f37-ab7f-0644e8a483a6,1
PD-CL-dd02-dh5-we05-sa00-ro000-pa01-ad09-ftse-fs16-llcr-sm0,0000df8f-4e47-4ffc-955a-4ef5b40bee10,1
